Title,Location,Price,description,Links
Large 1 Bedroom basement apartment for rent,Markham / York Region,"$1,750.00","Highly Desirable Vellore Village Area. Open Concept, with spacious full site kitchen with Stainless Steel Fridge and Gas Stove. 1Bdr Apartment / 1 Bathroom with stand up shower, Separate Entrance To ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/large-1-bedroom-basement-apartment-for-rent/1628717361
"New, Clean & Beautiful, Modern 3 Bed Markham Apartment for rent",Markham,"$2,500.00","Beautiful basement apartment, modern and very clean, located in prime location in Markham close to shopping centers, grocery stores and good schools. 5 mins away from highway 407, 15 mins away from ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/new-clean-beautiful-modern-3-bed-markham-apartment-for-rent/1631913246
NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH-,Toronto,"$2,199.00","NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH- New All Inclusive2 Bedroom Basement Apt. With Separate Entrance. Laminate Floors, Pot lights, Large windows, 3 Piece Bath, En-suite Washer and ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-all-inclusive-basement-for-rent-in-scarborough/1630927276
"2 bedroom basement for rent, Brampton(McLaughlin / Steeles Ave)",Mississauga / Peel Region,"$1,700.00","Move in Ready 2 bedroom basement Excellent location close to Shoppers world, Sheridan College Multiple bus stop reach in 5 minutes. ( Get bus stops in 5 minutes ......bus tops in Steeles Avenue + ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-brampton-mclaughlin-steeles-ave/1632010194
BRAND NEW  2 BEDROOM 1 BATH BASEMENT APARTMENT IN SOUTH BARRIE,Barrie,"$1,900.00",This beautiful and totally new renovated legal basement apartment located in Barrie's highly sought after Innis-Shore Neighborhood is currently available for rent. This immaculate unit features two ...,https://www.kijiji.ca/v-apartments-condos/barrie/brand-new-2-bedroom-1-bath-basement-apartment-in-south-barrie/1620562673
Clean and Spacious Legal 2 Bedroom Basement Apartment for Rent,Pickering,"$1,950.00",- $1950.00 (all utilities included) - Available as of September 9th/October 1st - 2 bedroom - main intersection Rosebank Road and Sheppard Ave - large open concept kitchen and family room with fire ...,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/clean-and-spacious-legal-2-bedroom-basement-apartment-for-rent/1631607297
Large 1 Bedroom basement apartment for rent,Markham / York Region,"$1,750.00","Highly Desirable Vellore Village Area. Open Concept, with spacious full site kitchen with Stainless Steel Fridge and Gas Stove. 1Bdr Apartment / 1 Bathroom with stand up shower, Separate Entrance To ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/large-1-bedroom-basement-apartment-for-rent/1628717361
North York Detached House Basement to rent,City of Toronto,"$2,680.00","North York famous Earl Haig High School area. 8 years new stone face detached house. 10 minutes walking to Yonge St, Subway and many restaurants. Granite Stone kitchen countertop, brand new kitchen ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/north-york-detached-house-basement-to-rent/1628712301
2 Bedrooms Basement with Separate Entrance (Rented),Oakville / Halton Region,"$1,900.00",Already rented. Waiting the deal to be closed before deleting the ad. This clean and spacious basement with 2 bedrooms is available for rent as early as Aug 15th 2022 for long term lease. Every ...,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/2-bedrooms-basement-with-separate-entrance-rented/1628712173
Spacious 1 Bedroom Legal Basement in Pickering,City of Toronto,"$1,700.00","Beautiful never lived in before legal basement apartment. This basement was tastefully designed to create the perfect space to call home. Located close to the 401, shopping, restaurants, mosque, ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-1-bedroom-legal-basement-in-pickering/1628705128
Brand new basement for rent in Milton,Oakville / Halton Region,PleaseContact,"Brand new finished basement for rent in Milton. 1 bedroom, kitchen, family room basement. Common entrance. Available from August 25. Please call at the phone number provided. ********Please dont ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/brand-new-basement-for-rent-in-milton/1628697828
Basement for rent,City of Toronto,PleaseContact,Basement for rent. Please contact 647 709 6567 for further details,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent/1628691501
Basement for rent,Oakville / Halton Region,"$1,800.00",Brand new basement for rent in milton near hospital. Vegan preffered,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/basement-for-rent/1628691163
Large and Spacious Partial House Available for Rent,Mississauga / Peel Region,"$2,550.00","Brand new neighborhoods - preconstruction house(moved in March) Basement rental will be ready in September Large open concept space, with lots natural light: dinning room, living room, kitchen Brand ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/large-and-spacious-partial-house-available-for-rent/1628655416
two bedroom walkout or legal basement in Malton and Brampton,Mississauga / Peel Region,"$1,800.00","wonderful opportunity to lease a two bedroom walkout basement at 7324 Reindeer cr, in Malton ( Morning star and Reindeer Cr) at 1800 dollars or two bedroom newer legal basement at 34 Meltwater cr ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/two-bedroom-walkout-or-legal-basement-in-malton-and-brampton/1628661662
2 bedroom basement apartment,City of Toronto,"$1,700.00",2 bedroom basement apartment 1 washroom 1 parking Available from September 1st 40% utilities,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment/1628642901
Separate Entrance Finished Bsmt Apartment at Major Mac & Yonge,Markham / York Region,"$1,250.00","Crosby & Yonge Separate Entrance Finished Bsmt Apartment All Within Walking Distance To Transit & Shopping. 669 sq. ft. studio, Kitchen, Cooktop, Fridge, included separate bathroom, separate laundry ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/separate-entrance-finished-bsmt-apartment-at-major-mac-yonge/1628636784
Yonge Finch 1 Bedroom Basement Apartment Renovated,City of Toronto,"$1,595.00","Yonge and Finch Renovated 1 Bedroom Basement Apartment Available Aug 1, 2022. Newly updated 1 bedroom basement apartment with laminate flooring, new stove, and updated washroom. Located 10 minute ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-finch-1-bedroom-basement-apartment-renovated/1612808157
Luxurious updated 2 bedroom basement (self-contained) for rent,Oakville / Halton Region,"$2,500.00","$2500 / month - UNFURNISHED - 1000 SF AVAILABLE October 1, 2022 1 year lease - 2 BEDROOM 1 BATH, Luxury Basement for Rent, Prime location, 1 parking spot, ground level entry Self-Contained Lower ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/luxurious-updated-2-bedroom-basement-self-contained-for-rent/1628626133
Etobicoke Cozy Large One bed Room Basement Unit,City of Toronto,"$1,800.00",Large Cozy One Bedroom Basement unit in a cute Burgalow. Term: 6 months or 1 year. Utilities and Wifi included. Looking for working folks or students ideally 2 individuals. One parking is available ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/etobicoke-cozy-large-one-bed-room-basement-unit/1628605790
Basement Apartment for rent Mississauga,Mississauga / Peel Region,"$1,800.00",Walkout basement available in Meadowvale Mississauga Recently renovated bright and spacious One bedroom plus a smaller room can be used as bedroom or office Large eat in kitchen $1800/month all ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent-mississauga/1628599556
1 Beds 1 Bath Apartment  Close to U of T Scarborough campus,City of Toronto,PleaseContact,"1 Bedroom apartment, semi-ground in a detached house, separate entrance, private bathroom, newly renovated, parking. Use of wash and drier for a fee. Located near Lawrence and Meadowvale. Close to U ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-beds-1-bath-apartment-close-to-u-of-t-scarborough-campus/1628599272
2 bedroom Besment for rent for Prefer female student,Oshawa / Durham Region,"$1,500.00",clean 2 bedroom basement bright with natural light With Separate private walking door entrance Looking only females or small family Call me for more information ℹ️ 4168170881,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-besment-for-rent-for-prefer-female-student/1628598619
1 Bedroom 1 Bathroom BSMT Apartment,Oshawa / Durham Region,"$1,800.00","Located on a quiet street off of Ritson Road, with a 3 minute drive to Hwy 401, and an 8 minute drive to the Oshawa GO station. Separate entrance, private laundry, large bathroom, with your own ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-bedroom-1-bathroom-bsmt-apartment/1628594245
Yonge and Sheppard Bachelor Basement Apartment for Rent,City of Toronto,"$1,500.00",Yonge and Sheppard Nice and Bright Basement Bachelor - Bachelor basement apartment at Yonge and Sheppard - Good for a single person only (professional or student) with no Car - Closed to all ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-and-sheppard-bachelor-basement-apartment-for-rent/1628584271
Basement,Mississauga / Peel Region,PleaseContact,"Rent Basement . Posted in for rent, long term rentals in Mississauga / Peel Region. August 10, 2022",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement/1628575625
Furnished 1 Bedroom Basement @ CONVENIENT LOCATION MISSISSAUGA,Mississauga / Peel Region,"$1,200.00",NEWLY RENOVATED BEDROOM ( INTERNET + LAUNDRY + FRONT STREET PARKING ) INCLUDED -----------> Two single beds with comfortable twin mattresses -----------> Unshared Kitchen and washroom (ESSENTIALS ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/furnished-1-bedroom-basement-convenient-location-mississauga/1572360952
1 Bedroom Basement Apartment,City of Toronto,"$1,600.00","DOWNTOWN TORONTO BETWEEN LITTLE ITALY AND PORTUGAL! * VIEWINGS OPEN WITH SCHEDULED BOOKINGS* ALL VIEWINGS WILL REQUIRE FACE MASKS ON AT ALL TIMES. NOTE: Before continuing, there is a MAIN FLOOR UNIT ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1628561291
Luxury Basement Apartment,Markham / York Region,"$1,700.00","Situated In One Of The Prettiest Streets In East Woodbridge, This Unit Comes With A Spacious Open Concept Living And Dining Room Complete With Built In Bar, Fireplace And Stone Floors. A Large Modern ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/luxury-basement-apartment/1628538580
"The Basement for rent - Kitchener, ON",City of Toronto,PleaseContact,Kitchener Well maintained two beds one full washroom one full kitchen with new appliances one family hall ample storage.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-basement-for-rent-kitchener-on/1628545866
2 bedroom basement for rent,Mississauga / Peel Region,PleaseContact,"This basement is close to all facilities like bus stop, grocery stores, hospital and many more",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent/1628542333
2 bedroom basement for rent,Mississauga / Peel Region,PleaseContact,"Basement is close to all facilities like bus stop, grocery stores and hospitals",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent/1628540643
Walk-out Basement Apartment For 2 People,Mississauga / Peel Region,"$1,650.00",1 bedroom (walk-out) basement apartment with a big hall for rent is available. Utilities and 1 parking spot included. High speed internet & extra parking spot available with additional charges. Ideal ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/walk-out-basement-apartment-for-2-people/1628537829
BRAND NEW WALKOUT BASEMENT FOR RENT,Oshawa / Durham Region,PleaseContact,BRAND NEW WALKOUT BASEMENT. 2 BED ROOMS 1 BATHROOMS AND 1 KITCHEN.CLOSE TO UNIVERSITY. STUDENT ARE WELCOME. MAIN INTERSECTION COLDSTREAM/ GREENHILLS,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-walkout-basement-for-rent/1628534626
One bedroom apartment in north oshawa,Oshawa / Durham Region,"$2,000.00",Spacious one bedroom basement apartment in North Oshawa . Large upgraded kitchen . One parking spot . Backyard not included but can work something out. Harmony and Taunton intersection. Really ...,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/one-bedroom-apartment-in-north-oshawa/1628522687
For Rent,Markham / York Region,"$1,600.00","Extra Large Modern One Bedroom Basement Apartment! Open Concept! Carpet Thru-Out, Bright Kitchen with Ceramic Floor, Five Appliances, Pot Lights, Separate Entrance, Parking, Utilities Included (Heat, ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/for-rent/1628508763
Luxurious studio apartment in Richmond Hill,Markham / York Region,"$1,800.00",Spacious studio apartment with engineered laminate flooring custom modern kitchen with built-in appliances and dishwasher unit has self-contained laundry three piece bath walk out with above grade ...,https://www.kijiji.ca/v-apartments-condos/markham-york-region/luxurious-studio-apartment-in-richmond-hill/1628500560
